cat1,cat2,name,raised,desc,ticker,start,end,www
Banking,,azbit,9.0,"The main objectives of the project are to meet the needs of cryptocurrency projects and users for traditional financial sector services, and to provide access to investment products and to the crypto trading markets. The team Azbit is developing a project on the capitalization of more than 4k coins on cmc.io",AZ,6th Jun 2019,30th Jul 2019,https://azbit.com,Seychelles,https://cdn.azbit.com/docs/en/whitepaper.pdf
Big Data,,divo,,"DIVO is a global platform for cooperation in fashion industry. DIVO creates a series of new products, powered by smart assets for and around lifestyle of a multi-million fashion community. DIVO Platform connects users to distributed networks and empowers them to utilize smart services designed specifically for models, influencers, new faces, talents, brands, creators and their followers. DIVO gives each user an opportunity to build cooperation in a decentralized ecosystem with a high level of trust due to blockchain technology and smart contracts. The DIVO Platform consists of three key elements that are seamlessly linked with each other, ensuring the system is complete and easy to scale: DIVO Mobile Application, DIVO Web Application, and a professional Network. DIVO Token gives fashion community access to smart services and DApp-s of DIVO Platform. DIVO will build fundamental value for the DIVO Token by integrating it into DIVO Mob. App. /DIVO Web. App. and leveraging network effect of growing community.",DIVO,11th Sep 2019,30th Sep 2019,https://www.divo.fashion,Seychelles,https://assets.website-files.com/5c76b34803ce795a0388d8da/5d5bac8840c6be296682c4e3_Whitepaper_Team_19.08.pdf
Cryptocurrency,,pukkamex,2.625,"Our IEO is running on LBANK.info pukkamex is he world’s first leveraged cryptocurrency derivative trading platform that shares its revenue with its token holders. Easy to use for the beginner and powerful enough for the most experienced trader. pukkamex offers features never seen before. pukkamex does everything our competitors do, we just do it bigger, faster and better. We also offer competitive features that will blow all other trading platforms right out of the water. With our copy trading platform you can copy top traders from the leader board in return for a percentage share of the profit you made; the platform does everything for you, all you have to do is follow your favorite trader. We support multiple languages including Arabic and English and offer a wide range of derivatives; whether you are speculating or hedging pukkamex has the product for you. 25% of gross revenue is distributed to PUX holders every Sunday at 12:00 GMT via smart contract.",PUX,23rd Aug 2019,24th Aug 2019,https://pukkamex.com,Seychelles,https://pukkamex.com/wp-content/uploads/2019/04/Pukkamex-White-Paper-Release-v2.0-1.pdf
Smart Contract,,aerum,5.123054,"AERUM's mission is to provide a complete and ready to use practical infrastructure for building and using dApps, while having fast and free transactions to end-users, high throughput, and on-demand scalability. Aerum plans to become a number one platform based on Ethereum where virtually unlimited scalability can be achieved through building decentralized sidechain networks by its participants. This is all due to the high performance of Aerum and the very low costs of chain linkage and asset transfer as compared to Ethereum. Aerum's goal in not to compete with Ethereum, but rather to supplement it as a high performance dApp platform with decentralized governance, as opposed to a single-operator Plasma side-chain. Aerum roadmap includes building a cross-chain high performance DEX and a cross-chain token payment protocol.",XRM,1st Jan 2019,31st Mar 2019,https://aerum.com,Seychelles,https://aerum.com/en/white-paper
Software,,idap.io,0.7,"idap.io is an International Digital Asset Platform, which aims to provide a complete Derivatives Ecosystem for Crypto Assets, offering Futures, calendar & butterfly spreads, options, and swaps among major trading products. idap.io exchange also supports spot trading, P2P lending and ETFs. Additionally, it is providing an ICO venture fund with a focus on retail investors. idap.io platform provides a Point-and-Click Ladder based Trading Interface through its Desktop Application. Its simulator tool aids beginners in learning futures trading. IDAP will launch its derivatives exchange on bitfex.com. The project’s token, formerly known as IDAP has been rebranded to BFX. BFX token holders will get 50% discount in trading and management fees if paid in BFX. There will be zero trading fees for IEO contributors who buy 100,000 or more BFX.",BFX,26th Aug 2019,27th Aug 2019,https://www.idap.io,Seychelles,https://www.idap.io/docs/idap-io-whitepaper.pdf
