name,coinName,symbol,proofType,url,algorithm,summary,lifespan,founder,durl
VANIG,VANIG,VANIG,N/A,/coins/vanig/overview,N/A,,,,,
INB,Insight Chain,INB,N/A,/coins/inb/overview,N/A,,,,,
AFFC,Affil Coin,AFFC,N/A,/coins/affc/overview,N/A,,,,,
IND,Indorse,IND,N/A,/coins/ind/overview,N/A,,,,,
INC,Incrementum,INC,PoS,/coins/inc/overview,PoS,,,,,
BLITZ,BlitzCoin,BLITZ,PoS,/coins/blitz/overview,X13,,,,,
INE,IntelliShare,INE,N/A,/coins/ine/overview,N/A,,,,,
ING,Iungo,ING,N/A,/coins/ing/overview,N/A,,,,,
TENA,Tena,TENA,N/A,/coins/tena/overview,N/A,,,,,
PARA,ParanoiaCoin,PARA,PoW,/coins/para/overview,Scrypt,,,,,
INK,Ink,INK,N/A,/coins/ink/overview,N/A,,,,,
INN,Innova,INN,PoW,/coins/inn/overview,NeoScrypt,,,,,
INT,Internet Node Token,INT,N/A,/coins/int/overview,N/A,,,,,
TWIST,TwisterCoin,TWIST,PoW/PoS,/coins/twist/overview,X11,,,,,
INS,Insolar (Old Chain),INS,N/A,/coins/ins/overview,N/A,,,,,
INV,Invictus,INV,PoW/PoS,/coins/inv/overview,X11,,,,,
INX,InMax,INX,N/A,/coins/inx/overview,N/A,,,,,
ZOPT,Zoptax,ZOPT,N/A,/coins/zopt/overview,SHA-256,,,,,
PARQ,PARQ,PARQ,N/A,/coins/parq/overview,N/A,,,,,
PART,Particl,PART,PoS,/coins/part/overview,PoS,,,,,
BZKY,Bizkey,BZKY,N/A,/coins/bzky/overview,N/A,,,,,
VTEX,Vertex,VTEX,N/A,/coins/vtex/overview,N/A,,,,,
TENZ,Tenzorum,TENZ,N/A,/coins/tenz/overview,N/A,,,,,
TENX,TenX Token,TENX,N/A,/coins/tenx/overview,N/A,,,,,
IOC,IOCoin,IOC,PoW/PoS,/coins/ioc/overview,X11,,,,,
ZPR,ZPER,ZPR,N/A,/coins/zpr/overview,N/A,,,,,
ZPT,Zeepin,ZPT,N/A,/coins/zpt/overview,N/A,,,,,
DOPE,DopeCoin,DOPE,PoW,/coins/dope/overview,Scrypt,,,,,
ION,Ionomy,ION,PoS,/coins/ion/overview,N/A,,,,,
TXT.CUR,Textron,TXT.CUR,N/A,/coins/txtcur/overview,N/A,,,,,
IOP,Internet of People,IOP,PoW/PoS,/coins/iop/overview,SHA-256,,,,,
IOU,IOU1,IOU,N/A,/coins/iou/overview,N/A,,,,,
IOV,IOV,IOV,N/A,/coins/iov/overview,N/A,,,,,
RAC,RAcoin,RAC,N/A,/coins/rac/overview,N/A,,,,,
KOLION,Kolion,KOLION,N/A,/coins/kolion/overview,N/A,,,,,
ZOOM,ZoomCoin,ZOOM,PoW,/coins/zoom/overview,Lyra2RE,,,,,
BIKI,BIKI,BIKI,N/A,/coins/biki/overview,N/A,,,,,
WLL.CUR,Whiting Petroleum,WLL.CUR,N/A,/coins/wllcur/overview,N/A,,,,,
IPC,IPChain,IPC,PoS,/coins/ipc/overview,N/A,,,,,
CHASH,CleverHash,CHASH,N/A,/coins/chash/overview,N/A,,,,,
RAP,Rapture,RAP,PoW,/coins/rap/overview,NeoScrypt,,,,,
BZNT,Bezant,BZNT,N/A,/coins/bznt/overview,N/A,,,,,
IPL,InsurePal,IPL,N/A,/coins/ipl/overview,N/A,,,,,
PEPECASH,Pepe Cash,PEPECASH,N/A,/coins/pepecash/overview,N/A,,,,,
SRXIO,Securix,SRXIO,N/A,/coins/srxio/overview,N/A,,,,,
ZRC,ZrCoin,ZRC,N/A,/coins/zrc/overview,N/A,,,,,
IPT,Crypt-ON,IPT,N/A,/coins/ipt/overview,N/A,,,,,
IPX,Tachyon Protocol,IPX,N/A,/coins/ipx/overview,N/A,,,,,
BIT16,16BitCoin,BIT16,PoW/PoS,/coins/bit16/overview,NIST5,,,,,
BILL,TillBilly,BILL,N/A,/coins/bill/overview,N/A,,,,,
IQC,IQ.cash,IQC,N/A,/coins/iqc/overview,NeoScrypt,,,,,
POINTS,Cryptsy Points,POINTS,N/A,/coins/points/overview,N/A,,,,,
MIMI,MIMI Money,MIMI,PoW,/coins/mimi/overview,CryptoNight,,,,,
XPO.CUR,XPO Logistics,XPO.CUR,N/A,/coins/xpocur/overview,N/A,,,,,
AAA,AAA Reserve Currency,AAA,N/A,/coins/aaa/overview,N/A,,,,,
ZRX,0x,ZRX,N/A,/coins/zrx/overview,N/A,,,,,
AAB,AAX Token,AAB,N/A,/coins/aab/overview,N/A,,,,,
RBR,Ribbit Rewards,RBR,PoW,/coins/rbr/overview,Multiple,,,,,
AAC,Acute Angle Cloud,AAC,DPoS,/coins/aac/overview,ECC 256K1,,,,,
PASC,Pascal Coin,PASC,N/A,/coins/pasc/overview,Pascal,,,,,
ZILLA,ChainZilla,ZILLA,DPoW,/coins/zilla/overview,Equihash,,,,,
RBT,Rimbit,RBT,N/A,/coins/rbt/overview,N/A,,,,,
IQN,IQeon,IQN,N/A,/coins/iqn/overview,N/A,,,,,
RBY,RubyCoin,RBY,PoS,/coins/rby/overview,Scrypt,,,,,
RBX,RiptoBuX,RBX,N/A,/coins/rbx/overview,N/A,,,,,
CUBE,DigiCube,CUBE,PoS,/coins/cube/overview,N/A,,,,,
ZSC,Zeusshield,ZSC,N/A,/coins/zsc/overview,N/A,,,,,
ZSE,ZSEcoin,ZSE,PoW/PoS,/coins/zse/overview,X11,,,,,
CLPX,Chynge.net,CLPX,N/A,/coins/clpx/overview,N/A,,,,,
PASL,Pascal Lite,PASL,PoW/PoS,/coins/pasl/overview,SHA-256,,,,,
RCC,Reality Clash,RCC,PoW,/coins/rcc/overview,Ethash,,,,,
AAS,aassio,AAS,N/A,/coins/aas/overview,N/A,,,,,
AAT,Agricultural Trade Chain,AAT,N/A,/coins/aat/overview,N/A,,,,,
PASS,Blockpass,PASS,N/A,/coins/pass/overview,N/A,,,,,
MILC,MIcro Licensing Coin,MILC,N/A,/coins/milc/overview,N/A,,,,,
JBL.CUR,Jabil,JBL.CUR,N/A,/coins/jblcur/overview,N/A,,,,,
MILO,MiloCoin,MILO,PoW/PoS,/coins/milo/overview,Scrypt,,,,,
IRC,IRONCOIN,IRC,N/A,/coins/irc/overview,N/A,,,,,
RCN,Ripio,RCN,PoW,/coins/rcn/overview,N/A,,,,,
ABA,EcoBall,ABA,N/A,/coins/aba/overview,N/A,,,,,
ABC,AB-Chain,ABC,N/A,/coins/abc/overview,N/A,,,,,
IRL,IrishCoin,IRL,PoW,/coins/irl/overview,Scrypt,,,,,
MINX,InnovaMinex,MINX,N/A,/coins/minx/overview,N/A,,,,,
RCT,RealChain,RCT,N/A,/coins/rct/overview,N/A,,,,,
BIOC,BioCrypt,BIOC,N/A,/coins/bioc/overview,N/A,,,,,
BIOB,BioBar,BIOB,PoW/PoS,/coins/biob/overview,SHA-256D,,,,,
MINT,MintCoin,MINT,PoS,/coins/mint/overview,Scrypt,,,,,
RCX,RedCrowCoin,RCX,PoW/PoS,/coins/rcx/overview,Scrypt,,,,,
TERA,TERA,TERA,N/A,/coins/tera/overview,N/A,,,,,
INDI,IndiCoin,INDI,PoW,/coins/indi/overview,N/A,,,,,
ABJ,Abjcoin,ABJ,PoW/PoS,/coins/abj/overview,Scrypt,,,,,
TERN,Ternio,TERN,N/A,/coins/tern/overview,N/A,,,,,
ABL,Airbloc,ABL,N/A,/coins/abl/overview,N/A,,,,,
PAVO,Pavocoin,PAVO,N/A,/coins/pavo/overview,N/A,,,,,
SPACE,SpaceCoin,SPACE,PoW/PoS,/coins/space/overview,Scrypt,,,,,
RDC,Ordocoin,RDC,N/A,/coins/rdc/overview,N/A,,,,,
AC3,AC3,AC3,PoW,/coins/ac3/overview,X11,,,,,
ABS,Absolute Coin,ABS,PoW/PoS,/coins/abs/overview,Lyra2REv2,,,,,
ABT,ArcBlock,ABT,N/A,/coins/abt/overview,N/A,,,,,
BINS,Bitsense,BINS,N/A,/coins/bins/overview,N/A,,,,,
RDD,Reddcoin,RDD,PoW/PoS,/coins/rdd/overview,Scrypt,,,,,
ZTN,Zetanet,ZTN,N/A,/coins/ztn/overview,N/A,,,,,
CDAI,Compound Dai,CDAI,N/A,/coins/cdai/overview,N/A,,,,,
ABX,Arbidex,ABX,N/A,/coins/abx/overview,N/A,,,,,
ABY,ArtByte,ABY,PoW,/coins/aby/overview,Scrypt,,,,,
ANGEL,Crypto Angel,ANGEL,N/A,/coins/angel/overview,N/A,,,,,
ISG,ISG,ISG,N/A,/coins/isg/overview,N/A,,,,,
RDN,RadonPay,RDN,PoS,/coins/rdn/overview,N/A,,,,,
DGDC,DarkGold,DGDC,PoW/PoS,/coins/dgdc/overview,X13,,,,,
ISH,Interstellar Holdings,ISH,PoS,/coins/ish/overview,Scrypt,,,,,
ACA,ACA Token,ACA,N/A,/coins/aca/overview,N/A,,,,,
RDS,Reger Diamond,RDS,N/A,/coins/rds/overview,N/A,,,,,
ACC,AdCoin,ACC,PoW,/coins/acc/overview,Scrypt,,,,,
ELAMA,Elamachain,ELAMA,N/A,/coins/elama/overview,N/A,,,,,
ACD,Alliance Cargo Direct,ACD,N/A,/coins/acd/overview,N/A,,,,,
ISL,IslaCoin,ISL,PoW/PoS,/coins/isl/overview,X11,,,,,
ACE,TokenStars,ACE,N/A,/coins/ace/overview,N/A,,,,,
RDT,Reindeer,RDT,N/A,/coins/rdt/overview,N/A,,,,,
BIPC,BipCoin,BIPC,PoW,/coins/bipc/overview,CryptoNight,,,,,
ACH,AchieveCoin,ACH,PoW,/coins/ach/overview,Equihash,,,,,
CHARM,Charm Coin,CHARM,PoW,/coins/charm/overview,NeoScrypt,,,,,
ZUC,Zeux,ZUC,N/A,/coins/zuc/overview,N/A,,,,,
ISR,Insureum,ISR,N/A,/coins/isr/overview,N/A,,,,,
ACM,Actinium,ACM,PoW,/coins/acm/overview,Lyra2Z,,,,,
ACN,AvonCoin,ACN,PoS,/coins/acn/overview,PoS,,,,,
CHARS,CHARS,CHARS,N/A,/coins/chars/overview,N/A,,,,,
VTHO,VeChainThor,VTHO,N/A,/coins/vtho/overview,N/A,,,,,
ACP,Anarchists Prime,ACP,PoW,/coins/acp/overview,SHA-256,,,,,
FUZZ,Fuzzballs,FUZZ,PoW,/coins/fuzz/overview,Scrypt,,,,,
REA,Realisto,REA,N/A,/coins/rea/overview,N/A,,,,,
CHART,BetOnChart,CHART,N/A,/coins/chart/overview,N/A,,,,,
INCP,InceptionCoin,INCP,PoW/PoS,/coins/incp/overview,X11,,,,,
RED,Red Community Token,RED,N/A,/coins/red/overview,N/A,,,,,
REC,Regalcoin,REC,PoW/PoS,/coins/rec/overview,X11,,,,,
REF,RefToken,REF,N/A,/coins/ref/overview,N/A,,,,,
redBUX,redBUX,redBUX,N/A,/coins/redbux/overview,N/A,,,,,
ACT,ACT,ACT,N/A,/coins/act/overview,N/A,,,,,
ZUM,ZumCoin,ZUM,PoW,/coins/zum/overview,CryptoNight,,,,,
ACU,Aitheon,ACU,N/A,/coins/acu/overview,N/A,,,,,
REE,ReeCoin,REE,PoW/PoS,/coins/ree/overview,Scrypt,,,,,
BIOS,BiosCrypto,BIOS,PoW/PoS,/coins/bios/overview,Quark,,,,,
ZUP,Zupply Token,ZUP,N/A,/coins/zup/overview,N/A,,,,,
MINC,MinCoin,MINC,PoW,/coins/minc/overview,Scrypt,,,,,
ZUR,Zurcoin,ZUR,PoW,/coins/zur/overview,Quark,,,,,
MINE,Instamine Nuggets,MINE,PoW,/coins/mine/overview,Scrypt,,,,,
ITA,Italocoin,ITA,PoW,/coins/ita/overview,CryptoNight-Heavy,,,,,
REL,Reliance,REL,PoS,/coins/rel/overview,X11,,,,,
ITC,IoT Chain,ITC,N/A,/coins/itc/overview,N/A,,,,,
ALTCOM,AltCommunity Coin,ALTCOM,PoW/PoS,/coins/altcom/overview,SkunkHash,,,,,
ITF,Intelligent Trading,ITF,N/A,/coins/itf/overview,N/A,,,,,
REN,REN,REN,N/A,/coins/ren/overview,N/A,,,,,
REM,REMME,REM,dPoS,/coins/rem/overview,N/A,,,,,
REP,Augur,REP,N/A,/coins/rep/overview,N/A,,,,,
TNCC,TNC Coin,TNCC,N/A,/coins/tncc/overview,N/A,,,,,
VALOR,Smart Valor,VALOR,N/A,/coins/valor/overview,N/A,,,,,
ADA,Cardano,ADA,Ouroboros,/coins/ada/overview,Ouroboros,,,,,
REQ,Request Network,REQ,N/A,/coins/req/overview,N/A,,,,,
ADB,Adbank,ADB,N/A,/coins/adb/overview,N/A,,,,,
ADC,AudioCoin,ADC,PoW/PoS,/coins/adc/overview,Scrypt,,,,,
INFC,Influence Chain,INFC,N/A,/coins/infc/overview,N/A,,,,,
RET,RealTract,RET,N/A,/coins/ret/overview,N/A,,,,,
ITL,Italian Lira,ITL,N/A,/coins/itl/overview,N/A,,,,,
RES,Resistance,RES,N/A,/coins/res/overview,N/A,,,,,
BZRX,bZx,BZRX,N/A,/coins/bzrx/overview,N/A,,,,,
REV,Revain,REV,N/A,/coins/rev/overview,N/A,,,,,
ITM,intimate.io,ITM,N/A,/coins/itm/overview,N/A,,,,,
REX,Imbrex,REX,N/A,/coins/rex/overview,N/A,,,,,
REW,Review.Network,REW,N/A,/coins/rew/overview,N/A,,,,,
PAXG,PAX Gold,PAXG,N/A,/coins/paxg/overview,N/A,,,,,
ADH,Adhive,ADH,N/A,/coins/adh/overview,N/A,,,,,
ADI,Aditus,ADI,N/A,/coins/adi/overview,N/A,,,,,
ZVC,ZVCHAIN,ZVC,N/A,/coins/zvc/overview,N/A,,,,,
ITR,INTRO,ITR,N/A,/coins/itr/overview,N/A,,,,,
ADK,Aidos Kuneen,ADK,PoW,/coins/adk/overview,IMesh,,,,,
ADL,Adelphoi,ADL,N/A,/coins/adl/overview,N/A,,,,,
ADM,ADAMANT Messenger,ADM,DPoS,/coins/adm/overview,DPoS,,,,,
ITU,iTrue,ITU,N/A,/coins/itu/overview,N/A,,,,,
ADN,Aladdin,ADN,N/A,/coins/adn/overview,N/A,,,,,
GPPT,Pluto Project Coin,GPPT,N/A,/coins/gppt/overview,N/A,,,,,
ITZ,Interzone,ITZ,PoW,/coins/itz/overview,C11,,,,,
BIPX,Bispex,BIPX,N/A,/coins/bipx/overview,N/A,,,,,
ADS,Adshares,ADS,DPoS,/coins/ads/overview,N/A,,,,,
ADT,AdToken,ADT,N/A,/coins/adt/overview,N/A,,,,,
INFT,Infinito,INFT,N/A,/coins/inft/overview,N/A,,,,,
INFX,Influxcoin,INFX,PoW/PoS,/coins/infx/overview,X11,,,,,
ADX,AdEx,ADX,N/A,/coins/adx/overview,N/A,,,,,
BRAZ,Brazio,BRAZ,PoW,/coins/braz/overview,HMQ1725,,,,,
ADZ,Adzcoin,ADZ,PoW,/coins/adz/overview,X11,,,,,
RFL,RAFL,RFL,N/A,/coins/rfl/overview,N/A,,,,,
HBRS,HubrisOne,HBRS,N/A,/coins/hbrs/overview,N/A,,,,,
WOONK,Woonkly,WOONK,N/A,/coins/woonk/overview,N/A,,,,,
BRAT,BROTHER,BRAT,N/A,/coins/brat/overview,N/A,,,,,
AEC,AcesCoin,AEC,PoS,/coins/aec/overview,X11,,,,,
RFR,Refereum,RFR,N/A,/coins/rfr/overview,N/A,,,,,
RFT,RYFTS,RFT,N/A,/coins/rft/overview,N/A,,,,,
BIRD,Birdchain,BIRD,N/A,/coins/bird/overview,N/A,,,,,
CLUD,CludCoin,CLUD,PoW,/coins/clud/overview,Scrypt,,,,,
CLUB,ClubCoin,CLUB,PoW/PoS,/coins/club/overview,Scrypt,,,,,
AEN,Aenco,AEN,N/A,/coins/aen/overview,Ethash,,,,,
AER,Aeryus,AER,N/A,/coins/aer/overview,N/A,,,,,
CONUN,CONUN,CONUN,N/A,/coins/conun/overview,N/A,,,,,
RGC,RG Coin,RGC,PoW/PoS,/coins/rgc/overview,NIST5,,,,,
AES,Artis Aes Evolution,AES,N/A,/coins/aes/overview,N/A,,,,,
BAAS,BaaSid,BAAS,N/A,/coins/baas/overview,N/A,,,,,
AET,AfterEther,AET,PoW,/coins/aet/overview,Ethash,,,,,
IETH,iEthereum,IETH,N/A,/coins/ieth/overview,N/A,,,,,
INF8,Infinium-8,INF8,PoW,/coins/inf8/overview,CryptoNight,,,,,
INET,Insure Network,INET,N/A,/coins/inet/overview,N/A,,,,,
IVC,Investy Coin,IVC,N/A,/coins/ivc/overview,N/A,,,,,
XIOS,Xios,XIOS,PoW/PoS,/coins/xios/overview,Scrypt,,,,,
RGT,Retail.Global,RGT,N/A,/coins/rgt/overview,N/A,,,,,
IVN,IVN Security,IVN,PoW,/coins/ivn/overview,N/A,,,,,
ZXC,Oxcert,ZXC,N/A,/coins/zxc/overview,N/A,,,,,
EOSDT,EOSDT,EOSDT,N/A,/coins/eosdt/overview,N/A,,,,,
AFO,AllForOneBusiness,AFO,N/A,/coins/afo/overview,N/A,,,,,
CDEX,Cryptodex,CDEX,N/A,/coins/cdex/overview,N/A,,,,,
IVZ,InvisibleCoin,IVZ,PoS,/coins/ivz/overview,N/A,,,,,
IVY,IvyKoin,IVY,N/A,/coins/ivy/overview,N/A,,,,,
LTCBULL,3X Long Litecoin Token,LTCBULL,N/A,/coins/ltcbull/overview,N/A,,,,,
BRDD,BeardDollars,BRDD,PoW/PoS,/coins/brdd/overview,Scrypt,,,,,
LOAN,Lendoit,LOAN,N/A,/coins/loan/overview,N/A,,,,,
RYCN,RoyalCoin 2.0,RYCN,PoS,/coins/rycn/overview,X13,,,,,
ZXT,Zcrypt,ZXT,PoW/PoZ,/coins/zxt/overview,N/A,,,,,
AZART,Azart,AZART,PoW,/coins/azart/overview,X11,,,,,
SBTC,Super Bitcoin,SBTC,PoW,/coins/sbtc/overview,SHA-256,,,,,
MISS,MISS,MISS,N/A,/coins/miss/overview,N/A,,,,,
2KEY,2Key,2KEY,N/A,/coins/2key/overview,N/A,,,,,
RHP,Rhypton Club,RHP,PoW,/coins/rhp/overview,X11,,,,,
BITL,BitLux,BITL,PoW/PoS,/coins/bitl/overview,X11,,,,,
AGI,SingularityNET,AGI,N/A,/coins/agi/overview,N/A,,,,,
ZYD,ZayedCoin,ZYD,PoW,/coins/zyd/overview,SHA-256,,,,,
XRBT,Xtribe,XRBT,N/A,/coins/xrbt/overview,N/A,,,,,
BITG,Bitcoin Green,BITG,PoS,/coins/bitg/overview,Green Protocol,,,,,
IWT,IwToken,IWT,N/A,/coins/iwt/overview,N/A,,,,,
J8T,JET8,J8T,N/A,/coins/j8t/overview,N/A,,,,,
AGM,Argoneum,AGM,PoW,/coins/agm/overview,PHI1612,,,,,
SSTC,SunShotCoin,SSTC,PoW,/coins/sstc/overview,X11,,,,,
BITC,Bitcoin Confidential,BITC,PoS,/coins/bitc/overview,POS 3.0,,,,,
AGS,Aegis,AGS,PoS,/coins/ags/overview,X13,,,,,
RIC,Riecoin,RIC,PoW,/coins/ric/overview,Groestl,,,,,
PAYP,PayPeer,PAYP,PoW/PoS,/coins/payp/overview,X11,,,,,
RIF,RIF Token,RIF,N/A,/coins/rif/overview,N/A,,,,,
ZYN,Zynecoin,ZYN,N/A,/coins/zyn/overview,N/A,,,,,
ZYM,Enzym,ZYM,N/A,/coins/zym/overview,N/A,,,,,
SANDG,Save and Gain,SANDG,PoW,/coins/sandg/overview,SHA-256,,,,,
IXC,IXcoin,IXC,PoW,/coins/ixc/overview,SHA-256,,,,,
HKDX,eToro Hong Kong Dollar,HKDX,N/A,/coins/hkdx/overview,N/A,,,,,
SBSC,Subscriptio,SBSC,PoS,/coins/sbsc/overview,PoS,,,,,
SKFT,Sphinks Token,SKFT,N/A,/coins/skft/overview,N/A,,,,,
IXT,iXledger,IXT,N/A,/coins/ixt/overview,N/A,,,,,
MITX,Morpheus Infrastructure Token,MITX,N/A,/coins/mitx/overview,N/A,,,,,
LOCK,LockTrip,LOCK,N/A,/coins/lock/overview,N/A,,,,,
LOCI,LociCoin,LOCI,N/A,/coins/loci/overview,N/A,,,,,
VTOS,VTOS,VTOS,N/A,/coins/vtos/overview,N/A,,,,,
AHT,Ahoolee,AHT,PoW,/coins/aht/overview,Ethash,,,,,
ALIEN,AlienCoin,ALIEN,PoW,/coins/alien/overview,Scrypt,,,,,
BITZ,Bitz Coin,BITZ,PoS,/coins/bitz/overview,N/A,,,,,
BITX,BitScreener,BITX,N/A,/coins/bitx/overview,N/A,,,,,
STEEM,Steem,STEEM,PoW,/coins/steem/overview,PoS,,,,,
STEEP,SteepCoin,STEEP,PoW/PoS,/coins/steep/overview,X11,,,,,
BITS,BitstarCoin,BITS,PoW/PoS,/coins/bits/overview,Scrypt,,,,,
AIB,AdvancedInternetBlock,AIB,PoW,/coins/aib/overview,Scrypt,,,,,
TRAID,Traid,TRAID,PoW/PoS,/coins/traid/overview,NeoScrypt,,,,,
AIC,AI Crypto,AIC,N/A,/coins/aic/overview,N/A,,,,,
ROOBEE,ROOBEE,ROOBEE,PoS,/coins/roobee/overview,N/A,,,,,
AID,AidCoin,AID,N/A,/coins/aid/overview,N/A,,,,,
MAEP,Maester Protocol,MAEP,N/A,/coins/maep/overview,N/A,,,,,
BITN,Bitcoin Nova,BITN,PoW,/coins/bitn/overview,CryptoNight,,,,,
BITM,BitMoney,BITM,PoS,/coins/bitm/overview,XEVAN,,,,,
DGLD,Digital Gold,DGLD,N/A,/coins/dgld/overview,N/A,,,,,
AIM,Aimedis,AIM,N/A,/coins/aim/overview,N/A,,,,,
AIN,AI Network,AIN,N/A,/coins/ain/overview,N/A,,,,,
AIR,AirToken,AIR,N/A,/coins/air/overview,N/A,,,,,
FORCEC,Force Coin,FORCEC,PoS,/coins/forcec/overview,N/A,,,,,
RKC,Royal Kingdom Coin,RKC,N/A,/coins/rkc/overview,N/A,,,,,
AIT,AIChain Token,AIT,N/A,/coins/ait/overview,N/A,,,,,
INFLR,Inflr,INFLR,N/A,/coins/inflr/overview,N/A,,,,,
MITC,MusicLife,MITC,N/A,/coins/mitc/overview,N/A,,,,,
AIX,Aigang,AIX,N/A,/coins/aix/overview,N/A,,,,,
XRED,X Real Estate Development,XRED,N/A,/coins/xred/overview,N/A,,,,,
MADC,MadCoin,MADC,PoW,/coins/madc/overview,Scrypt,,,,,
IZA,Inzura,IZA,N/A,/coins/iza/overview,N/A,,,,,
XRPBULL,3X Long XRP Token,XRPBULL,N/A,/coins/xrpbull/overview,N/A,,,,,
MITH,Mithril,MITH,PoS,/coins/mith/overview,N/A,,,,,
RKN,RAKON,RKN,N/A,/coins/rkn/overview,N/A,,,,,
LOBS,Lobstex,LOBS,PoS,/coins/lobs/overview,Quark,,,,,
IZI,IZIChain,IZI,N/A,/coins/izi/overview,N/A,,,,,
BIUT,Bit Trust System,BIUT,PoW/PoS,/coins/biut/overview,N/A,,,,,
RKT,Rock Token,RKT,N/A,/coins/rkt/overview,N/A,,,,,
WINGS,Wings DAO,WINGS,N/A,/coins/wings/overview,N/A,,,,,
NUKE,NukeCoin,NUKE,PoS,/coins/nuke/overview,PoS,,,,,
IZX,IZX,IZX,N/A,/coins/izx/overview,N/A,,,,,
RLC,iEx.ec,RLC,N/A,/coins/rlc/overview,N/A,,,,,
TPLAY,TruePlay,TPLAY,N/A,/coins/tplay/overview,N/A,,,,,
ESBC,ESBC,ESBC,PoS,/coins/esbc/overview,Quark,,,,,
AKA,Akroma,AKA,PoW,/coins/aka/overview,Ethash,,,,,
VTRD,VTradeExchange,VTRD,N/A,/coins/vtrd/overview,N/A,,,,,
SKIN,Skincoin,SKIN,N/A,/coins/skin/overview,N/A,,,,,
RLX,Relex,RLX,N/A,/coins/rlx/overview,N/A,,,,,
BRIX,OpenBrix,BRIX,N/A,/coins/brix/overview,N/A,,,,,
SNTVT,Sentivate,SNTVT,N/A,/coins/sntvt/overview,N/A,,,,,
BRIT,BritCoin,BRIT,PoW/PoS,/coins/brit/overview,X13,,,,,
IDAC,IDAC,IDAC,N/A,/coins/idac/overview,N/A,,,,,
RMC,Russian Mining Coin,RMC,N/A,/coins/rmc/overview,N/A,,,,,
BRIK,BrikBit,BRIK,N/A,/coins/brik/overview,N/A,,,,,
RHEA,Rhea,RHEA,N/A,/coins/rhea/overview,N/A,,,,,
BRIC,BrightCoin,BRIC,N/A,/coins/bric/overview,N/A,,,,,
DGMS,Digigems,DGMS,PoW,/coins/dgms/overview,Scrypt,,,,,
ALA,ALA,ALA,N/A,/coins/ala/overview,N/A,,,,,
BRIA,Briacoin,BRIA,PoW/PoS,/coins/bria/overview,Scrypt,,,,,
ALC,Arab League Coin,ALC,PoW,/coins/alc/overview,X13,,,,,
RMT,SureRemit,RMT,N/A,/coins/rmt/overview,N/A,,,,,
RMS,Resumeo Shares,RMS,PoS,/coins/rms/overview,NIST5,,,,,
KLAY,Klaytn,KLAY,N/A,/coins/klay/overview,N/A,,,,,
ALF,AlphaCoin,ALF,PoW,/coins/alf/overview,Scrypt,,,,,
RPUT,Robin8 Profile Utility Token,RPUT,N/A,/coins/rput/overview,N/A,,,,,
AFTT,Africa Trading Chain,AFTT,N/A,/coins/aftt/overview,N/A,,,,,
ALG,Algory,ALG,N/A,/coins/alg/overview,N/A,,,,,
ALI,AiLink Token,ALI,N/A,/coins/ali/overview,N/A,,,,,
XTZBULL,3X Long TezosToken,XTZBULL,N/A,/coins/xtzbull/overview,N/A,,,,,
ALN,Aluna,ALN,N/A,/coins/aln/overview,N/A,,,,,
ALP,Alphacon,ALP,N/A,/coins/alp/overview,N/A,,,,,
RNC,ReturnCoin,RNC,PoS,/coins/rnc/overview,X11,,,,,
NDLC,NeedleCoin,NDLC,PoS/PoW,/coins/ndlc/overview,X11,,,,,
ALT,ALTcoin,ALT,N/A,/coins/alt/overview,SHA-256,,,,,
OGOD,GOTOGOD,OGOD,N/A,/coins/ogod/overview,N/A,,,,,
ALV,Allive,ALV,N/A,/coins/alv/overview,N/A,,,,,
MAID,MaidSafe Coin,MAID,N/A,/coins/maid/overview,N/A,,,,,
ALX,ALAX,ALX,DPoS,/coins/alx/overview,DPoS,,,,,
ALY,Ally,ALY,N/A,/coins/aly/overview,N/A,,,,,
RNS,RenosCoin,RNS,PoS,/coins/rns/overview,Scrypt,,,,,
AMB,Ambrosus,AMB,N/A,/coins/amb/overview,N/A,,,,,
AMC,AmericanCoin,AMC,PoW,/coins/amc/overview,Scrypt,,,,,
RNT,OneRoot Network,RNT,N/A,/coins/rnt/overview,N/A,,,,,
ELITE,EthereumLite,ELITE,N/A,/coins/elite/overview,N/A,,,,,
AMM,MicroMoney,AMM,N/A,/coins/amm/overview,N/A,,,,,
AMN,Amon,AMN,N/A,/coins/amn/overview,N/A,,,,,
AMO,AMO Coin,AMO,N/A,/coins/amo/overview,N/A,,,,,
AMP,HyperSpace,AMP,PoW/PoSC,/coins/amp/overview,N/A,,,,,
MOOLYA,moolyacoin,MOOLYA,N/A,/coins/moolya/overview,N/A,,,,,
AMS,Amsterdam Coin,AMS,PoW/PoS,/coins/ams/overview,Quark,,,,,
ROC,Rasputin Online Coin,ROC,N/A,/coins/roc/overview,N/A,,,,,
AMT,Acumen,AMT,N/A,/coins/amt/overview,N/A,,,,,
ROE,Rover Coin,ROE,PoW/PoS,/coins/roe/overview,X11,,,,,
MIXI,Mixin,MIXI,N/A,/coins/mixi/overview,N/A,,,,,
NULS,Nuls,NULS,N/A,/coins/nuls/overview,N/A,,,,,
AMX,Amero,AMX,PoW/PoS,/coins/amx/overview,NeoScrypt,,,,,
AMY,Amygws,AMY,PoW,/coins/amy/overview,Scrypt,,,,,
ROI,ROIcoin,ROI,PoWPoS,/coins/roi/overview,1GB AES Pattern Search,,,,,
FIBRE,FIBRE,FIBRE,PoW/PoS,/coins/fibre/overview,NIST5,,,,,
