cat1,cat2,name,raised,desc,ticker,start,end,www,,
Business services,,verifier,,"Verifier is an innovative technology designed to verify identity, events, deals, and any other kind of data. This is a blockchain based solution that verifies data quickly, accurately, trustworthy, and securely.",VRF,15th Nov 2018,15th Dec 2018,http://verifier.org,Russia,https://verifier.org/en/pdf/WP_en.pdf
Business services,,viarium,1.32,"VIARIUM is a tool that will completely replace physical space. VIARIUM consists of a single virtual space that includes VR worlds and VR architecture of shopping centers, separate buildings, showrooms and other VR models created by the VIARIUM platform. The platform is intended for the widest audience. Participants and users of the project have a unique opportunity to create and develop their own sales outlets and entire virtual worlds. In addition to boosting sales, they get the opportunity for securing additional income.",VRX,15th Jul 2019,16th Jul 2019,https://en.viarium.io,Russia,https://en.viarium.io/en/files/VR_WP_ENG.pdf
Casino & Gambling,,cash poker pro,0.19157,Cash Poker Pro is a modern poker room with a network structure and a mechanism for fast and confidential money transfers based on the blockchain technology.,CASH,26th Oct 2017,18th Nov 2017,https://cashpokerpro.io,,
Casino & Gambling,,gexan,2.05597,"A new level of blockchain lotteries, which are developed for participants: 1. Hybrid algorithm (POW + POS) allow to mine Gex lottery tickets by GPU or staking 2. The players be able to install Masternodes for daily ticket collection. 3. Our team developed and integrated lottery Smart Contract (5/36), which enable to use Gex coins immediately after entering the exchanges. 4. 85% of the amounts of tickets sold will be sent to the prize fund of smart contract.",GEX,10th May 2019,27th May 2019,https://gexan.io,Russia,https://gexan.io/assets/theme/Gexan_whitepaper_ENG.pdf
Casino & Gambling,,monster bit,,"MonsterBit is an analogue of famous cryptogame with interesting additions for both players. We did not reinvest the wheel. We took the successful project and made it stronger in the point of view of functionality and more vibrant from the point of view of design.",MB,1st Jul 2018,30th Sep 2018,https://monsterbit.org,Russia,http://monsterbit.org/wp-content/uploads/WhitePaper_EN.pdf
Casino & Gambling,,sp8de,6.316424,"Sp8de - implemented within a protocol created and maintained by scientist, pioneers in the realm of blockchain innovation and cryptography development, has its aim to revolutionize the ever-growing gaming industry as we know it today. Sp8de’s aim is to disrupt the multi-billion-dollar gambling industry for the first time since the creation of the Internet. The online iGaming is the industry with no future: centralized and obscure, the online casinos currently in existence can only offer ridiculous house edges, uncertainty in processing the payments, inward and otherwise, and the need to rely on the randomness generated elsewhere. In layman terms, you can’t be sure that the game design is fair, that the randomness used to generate game outcomes is unbiased and that you will get you money back if you win. The blockchain is the fit-for-purpose technology that is set to solve all of these issues.",,8th Jan 2018,11th Mar 2018,https://sp8de.com,,
Casino & Gambling,,vdice,3.0,"vDice is a blockchain-based betting game for the Ethereum network. It went live on June 13th, 2016. It has processed almost 10,000 bets to-date. It is a classic ‘SatoshiDICE-style’ betting game, implemented as an Ethereum Smart Contract (Dapp), and exists on the Ethereum blockchain.Ethereum builds and improves on the Bitcoin blockchain. In the same way, vDice builds and improves on blockchain betting technology, generally. Whereas SatoshiDICE was somewhat decentralised, vDice is fully decentralised. vDice leverages the power of Ethereum smart contracts to build a game that has no server architecture. Instead, bets are processed through an Oracle, using the 3rd party services of random.org for the random number source. The Smart Contracts are live, network tested, and processing bets on a continuous basis.",VSL,15th Nov 2016,15th Dec 2016,https://www.vdice.io,Russia,https://www.the-blockchain.com/docs/vDice%20ICO%20-%20Whitepaper.pdf
Charity,,chek,,"Open the window to the real world with us! Our token allows you to turn crypto money into real purchases and discounts and allows you to create a new charity system. In addition to several sites for enthusiasts, you are locked in a virtual world and can not use your assets - even to buy a cup of coffee. Our token is a way to get goods and services for cryptocurrency in the real world and also do a good deed.",CHK,30th Nov 2018,15th Feb 2019,https://charityblockchain.io,Russia,https://charityblockchain.io/docs/One+One-Whitepaper.pdf
Communication,,arcus,,"Arcus is a project to combine crypto world and augmented reality. The main idea is to place coins in containers containing some top-end crypto-currencies (BTC, ETH, LTC, Zcash and Waves). Players just need to find and take these coins! The whole process will take place in a game form. Containers are objects visible only with the help of a special application located on the streets of the city, in parks, squares, etc. The application will allow to find the container and open it. To do this, the application will run in two modes. The first mode is the Radar, which will inform about a nearby container within a certain radius of the player. The second mode is the Capture that allows to see the container and use Augmented Reality (AR) technology. Once the player finds the container and makes the capture, the coin in the container enters the internal wallet, after which it can be withdrawn to an external wallet or crypto exchange. To implement the project, we have created an Arcus coin, which will also be used inside the system to buy game benefits, such as increasing the radar radius. In addition, the coin will be used by advertisers and project sponsors who will place their information in containers. The Arcus coin was released on the basis of the Waves blockchain.",ARCUS,1st Nov 2018,1st Mar 2019,https://arcus.city,Russia,https://arcus.city/assets/arcus-wp-en.pdf
Communication,,bubbletone,8.6,"Bubbletone Blockchain in Telecom is the first decentralized telecom ecosystem that allows mobile network operators, phone users and service providers to interact directly. We directly connect mobile network operators and end users globally on our blockchain-based marketplace. With BubbleTone Blockchain, travelers can swiftly become legitimate local customers of any foreign operator in the country they are traveling to. They don’t need to replace their SIM card, and they retain their home number. Any mobile carrier can publish prepaid plans as smart contracts on BubbleTone Blockchain. These offers are visible to all other operators and their subscribers. When subscriber selects offer, a new smart contract is created with the subscriber's digital identity and payment transaction directly to foreign operator.",UMT,20th Mar 2018,15th Jun 2018,https://bubbletone.io,,
Communication,,galactikka,,"Galactikka.com - is a new social network, helping content-makers promote their works for free and easily monetize their passions; helping readers getting high-quality original content and communication with like-minded people.",GALA,9th Oct 2017,26th Feb 2018,https://ico.galactikka.com,,
Communication,,highseek,,"HighSeek is a neuro-headset-controller. Our main aim is to simplify the use of smartphone applications & do it without hands, with the help of mind. The headset - the BCI (Brain-Computer-Interface) neurointerface is based on the EEG principles. It is a rim with 6 sensors for recording electrical impulses. Now you could play the games on your smartphone or use favorite apps by you mind. Now the neurointerfaces are getting closer to us. Already today we can get the Internet of things around each of us.",HISK,30th Mar 2018,30th Apr 2018,https://highseek.net,,
Communication,,izibits,,"izibits - is a set of services for daily usage in cryptonomy, based on chat-bot technology. izibits - is a multicurrency cryptowallet, VISA/MC card linked to any cryptoasset, p2p trading platform with escrow to exchange anything-to-anything, investment marketplace with ETFs and ICO-campaignes, mCommerce platform to build mini-shops. The system is made using messenger-as-browser conception and has a number of unique features.",IZI,8th Sep 2017,22nd Sep 2017,http://www.izibits.io,,
Communication,,mdl talent hub,2.46488,"Our project is to bring transparency and efficiency, two fundamental characteristics of the new era, to the talent sourcing market – dancers, actors, models, all kind of gig performers. We are aiming to consolidate supply and demand channels and offer a non-perishable reputation to every market participant. Our tools will help to overcome the majority of existing problems in the talent-booker relationship: comprehensive search for talents / gigs, reputation tracing, and convenient presentation tools for both sides. With the project development, we are going to setup ecosystem market place for talents to exchange / sell / rent their gear & equipment as well as micro-KOL partnership programs with brands to advertise their product and services with high-reputation platform participants. Meta-data mining will be enabled via Skyledger CXO protocol. This all will be supported by MDL Token.",MDL,24th Aug 2018,25th Sep 2018,http://mdl.life,Russia,https://mdl.life/whitepaper/WhitePaper_eng_1.4.2.pdf
