cat1,cat2,name,raised,desc,ticker,start,end,www,,
Artificial Intelligence,,sgpay,0.8,"Singapore has been a hotbed of blockchain projects in the past year, resulting in successful Singapore-born cryptocurrencies such as DigixDao and Kyber Network. A call has been made by the Singapore Prime Minister Lee Hsien Loong to “simplify and integrate” e-payment services. SGPay is one such project borne from the ideas of innovation and integration. It aims to integrate numerous services into one platform, a digital wallet service for both cryptocurrencies and fiat currencies.",SGP,1st Mar 2018,31st Mar 2018,http://www.sgpay.org,,
Artificial Intelligence,,smartinsurprotocol,,"SmartInsurProtocol (SIP) is a smart insurance community built based on Blockchain with AI insurance robot at the core. SIP is born with gene combined AI, Insurance and Blockchain that are brought to it by a top level team gathering a postdoctor of AI from Swiss Federal Institute of Technology Zurich, a Blockchain specialist from PingAn Group, and senior management and product specialists from world leading insurance companies. The insurance robot Aimi is among the top level of Asia and it is the first robot in the industry that is able to understand insurance policies and answer upto a million types of questions, thanks to Aimi's AI engine based on an insurance knowledgegraph with tens of millions of nodes.",SIPC,1st Apr 2018,1st Jul 2018,http://s-i-p.io,Singapore,https://www.s-i-p.io/pdf/en_sip.pdf
Artificial Intelligence,,soar,0.217013,"Soar is a decentralised global super-map of the world built on blockchain technology. The super-map will include access to daily satellite imagery feeds, high-resolution aerial sensors and drone content collected by the greater community. All connected using blockchain technology to connect and share dynamic mapping data. Currently, over 80% of imagery captured by satellites, planes and drones is used only once. Soar will allow providers of under-utilised mapping content to monetise it at a global scale and unlock its true value. In accessing this vast repository of this content, Soar will create the world’s first global super-map by aggregating content from thousands of drone operators, aerial cameras and satellite images on the blockchain. In August 2018, a significant milestone was achieved by placing imagery from the European Space Agency’s Sentinel satellites onto the Soar platform. Through Soar’s innovative approach, users now have the ability to view and purchase near real-time mapping content at various resolutions, globally. By mid-2019, Soar plans to launch the world’s first mapping ‘app store’. The mapping app store will use AI and image processing technologies to enable additional end-user applications. Soar's partnership with industry leaders Alibaba Cloud goes further, by providing cloud-based image processing services. This means users can buy their desired imagery, have it processed to their specifications in the cloud, and then delivered to them directly; saving consumers both time and money.",SKYM,19th Nov 2018,19th Dec 2018,https://soar.earth,Singapore,https://soar.earth/soar_whitepaper_english.pdf
Artificial Intelligence,,thx! (ieo at liquid by quoine),,"thx! is a decentralized application that can exchange “thank you” token with a mobile device. The received thx! token (THX) will be easily transferred from one person to the other. The usage examples can range from service-oriented settings such as restaurants, parking lots, hotels, to formal settings such as workplaces, conferences. Transaction history of thx! is not only recorded on the timelines of both giver and recipient, but also on the blockchain network.",thx! token / THX,1st Jun 2019,30th Jun 2019,https://thx3x.com,Singapore,https://thx3x.com/wp-content/uploads/2019/02/thx-app-whitepaper-v3.pdf
Artificial Intelligence,,treeblock,,"The seminal and revolutionary concept of Time Sharding will reinvent Blockchain network architecture, boosting scalability and speed not just exponentially, but to infinity. Alleviating processing bottlenecks and harnessing the limitless power of the global network, it will bring about a massive wave of change across every industry and aspect of life as we know it – in more ways than we can dare to imagine. Join the revolution.",TREX,7th Jul 2018,7th Jun 2019,https://treeblock.io,Singapore,https://treeblock.io/assets/docs/TreeBlock-Ver1.3.2-08-Sept-2018.pdf
Artificial Intelligence,,trustverse,,"TrustVerse is a blockchain based wealth management intelligence platform and a digital asset decentralization protocol which implements a new inheritance design that manages and decentralizes all digital identities and proprietary information online as well as encrypted assets. When the transfer of managed assets and information is required, TrustVerse DAPP with Smart Contract Design helps to deliver it correctly and secured to the designated party. TrustVerse’s asset management intelligence platform is powered by a state-of-the-art artificial intelligence (AI) deep neural technology and a multi-data financial portfolio optimization engine. Synergy between AI and Smart Contract technology (AI as core engine and interface for DAPP service and smart contract for building transparency for the optimized portfolio design info).",TVS,24th Oct 2018,19th Nov 2018,https://trustverse.io,Singapore,https://trustverse.io/assets_test/file/TrustVerse_WhitePaper_JUNE_2018_ENG.pdf
Artificial Intelligence,,watermelonblock,,"Access to information is just one hurdle investors face when participating in cryptocurrency and blockchain markets. Investors spend countless hours sourcing information and trading all based on extensive market data; a challenging and time-consuming process. WatermelonBlock is a data analytics company with a suite of products that provide cryptocurrency insights to the consumer FinTech market using a combination of sentiment analysis, taken from social media, in addition to traditional technical analysis. WatermelonBlock evaluates the degree and volume of positive or negative sentiment. Weight is added to sentiment by social media content, posts and author influence. WatermelonBlock’s AI then creates a ranking of coins and ICOs based on an internal system unique to WatermelonBlock. This known as the Melon Score. The initial app will include token use, WMB. WatermelonBlock operates on the NEM Blockchain and co-operates with IBM Watson’s AI to process and analyse big data.",WMB,27th Jul 2018,1st Oct 2018,https://watermelonblock.io,Singapore,https://watermelonblock.io/wp-content/uploads/2018/06/WatermelonBlock_White_Paper_v1.pdf
Artificial Intelligence,,xenchain,,"XenChain accelerates and strengthen identity verification processes by using e-KYC technology that requires facial recognition, making manual document authentication a thing of the past. Personal data is encrypted and stored in a public ledger making it safe from breaches. Xenchain, in cooperation with multiple trusted corporate data validators, will accurately acquire, validate and store identity data into a decentralized Blockchain. End users have full control over their data; companies can retrieve identity data (with end users’ permission) from Blockchain, thereby reducing cost and time",XENC,1st Aug 2018,15th Aug 2018,https://xenchain.io,Singapore,http://xenchain.io/whitepaper.pdf
Banking,,abele,,"The Abele Group will use innovative blockchain technology, which relies on distributed ledgers and operates transparently, with independent validation and verification, to design and launch four phases of the organization including: Abele Trust (PHASE 1), one of the world’s first fully-digital custodians which exclusively stores and safeguard investor assets, digital coins and tokens in an institutionally secure manner. Abele Chain (PHASE 2), a fourth-generation hybrid blockchain that is an open source public protocol blockchain and a private permissioned ledger licensed for commercial use. AbeleTS (PHASE 3), a blockchain and artificial Intelligence-powered trade management software.The platform is designed to reduce operational expenses for funds and investors by allowing asset managers to execute and reconcile financial transactions efficiently and securely, therefore resulting in lower expenses for all investors. Abele Asset Management (PHASE 4), provides all investors access to actively managed funds with investments in cryptocurrencies and traditional assets. As the token economy emerges and transforms every industry, blockchain technology and artificial intelligence will radically alter the financial industry. The application of these two technologies produces greater data security, reduces over-reliance on ‘middlemen,’ increases transparency around the movement of funds, and most importantly places trust in an organized process rather than in people or institutions. It’s time for the financial industry to radically transform by adopting today’s cutting-edge technology.",ABELE,22nd Sep 2018,22nd Jan 2019,https://abelegroup.io,Singapore,https://abelegroup.io/whitepaper
Banking,,acudeen,35,"For small and medium sized entities (SMEs), there is nothing as difficult and nerve-racking as waiting for clients to pay their invoices. While businesses in mature markets have access to various financing options, such as bank credit lines or invoice factoring, businesses in emerging markets only have few alternatives to bridging short-term credit gaps: defer payments to employees or taking out loans at excessive rates. Acudeen addresses this problem with a decentralised ecosystem that provides access to liquidity for SMEs (incl. micro-businesses) in emerging markets.",ACU,27th May 2018,10th Jun 2018,https://tokensale.acudeen.io,,
