cat1,cat2,name,raised,desc,ticker,start,end,www
singapore,,qtum,15,"Qtum (Quantum) is an open source, decentralized project that aims to capitalize on the success of Bitcoin, while competing for the Decentralized Application (DAPP) and Smart Contract market. The goal is to work with industry partners, and launch the first Value Transfer Protocol (VTP). This will streamline daily business routines, and allow for easier adoption. Qtum aims to become the platform with Smart Contracts that execute as part of an Unspent Transaction Output (UTXO).",QTUM,12th Mar 2017,17th Mar 2017,https://qtum.org,,
