cat1,cat2,name,raised,desc,ticker,start,end,www
Smart Contract,,gigzi,6.743781,"Gigzi is a financial system that addresses three principal challenges of cryptocurrency: hyper-volatility, account vulnerability and wealth diminishment. By harnessing the relative constancy of precious metals, Gigzi protects users against the unpredictability of market fluctuations. Introducing a reliable standard of measure, enabling commerce in tokenised precious metals. Gigzi utilises impenetrable iris recognition technology for account access control, through an exclusive partnership with the world leading biometric security company. Gigzi will enable users to protect private keys and instead gain access with the unique configuration of their iris. By backing crypto-assets with pure, unfabricated precious metals that are redeemable on demand. Metal is sourced exclusively from a world-renowned mint with all investments guaranteed under law. Gigzi prevents wealth diminishment.",GZB,23rd Nov 2018,31st Mar 2019,https://gigzi.com?utm_source=ico.tokens-economy.com,UK,
Cryptocurrency,,sonata.ai,,"Sonata.ai is all-in-one trading platform with long-term profit both to traders and holders. Our exchange is carefully created in cooperation with active exchange / Forex brokers and fintech enthusiasts. The application will provide a solution for novice and expert traders who want to focus on business, rather than struggle with messy user interface and nonsense functionality. Unlike other ICO projects, Sonata.ai exchange does not need additional resources for the development itself. We are fully backed by company in the financial industry. The main reason, why we release our token, is to attract early investors and share 80% of our revenue with them. We believe that personal involvement is a key to build healthy community. That is also why Sonata.ai is developed as a truly social platform.",SONT,28th Feb 2019,1st May 2019,https://sonata.ai/?utm_source=ico.tokens-economy.com,UK,
Artificial Intelligence,,sports ledger,,"A revolutionary token that will empower a revolution in the world of sports, allowing users to access an innovative, data-driven platform that utilizes the latest advancements in Artificial Intelligence, Blockchain and Smart Contracts. SPSL will serve as the platform’s utility token, providing access to a variety of services and rewarding users who contribute towards the success of the ecosystem.",SPSL,27th Dec 2018,21st Feb 2019,https://www.sportsledger.io?utm_source=ico.tokens-economy.com,UK,
Cryptocurrency,,ax1,1.0,"The concept of AX1 is to give token holders the chance to profit from the mining of various cryptocurrencies without the need for any technical knowledge. AX1 token holders are effectively buying a stake in a centralised mining pool, managed from a state-of-the-art data centre. With AX1, we are offering token holders the chance to participate in a managed mining operation and enjoy capital appreciation via contractually guaranteed economic rights in the portfolio of mined coins. After deduction of any costs and liabilities incurred by the issuer, at least fifty percent of the value of the mined coins will be placed in a segregated account in order to asset back the AX1 Tokens. Under this arrangement, the Issuer will have NO further entitlement to withdraw, or otherwise use for any purpose of the issuer, ANY of the assets of this segregated account: its value therefore provides a solid basis for the perpetual asset-backing of the AX1 token and peace of mind to AX1 token holders that the Tokens are a true and verifiable store of value. The assets held in the segregated account, though off limits to the Issuer will not just languish, however, but continue to be advised upon by the Investment Advisory committee and therefore could be deployed in Proof of Stake activities and or by being traded as part of exchange operations to the increased value of the token holders. The segregated account will even be audited on a quarterly basis to provide yet more confidence to token holders with the results posted onto our online portal for review.",AX1,16th Apr 2018,11th Jun 2018,https://ax1.io?utm_source=ico.tokens-economy.com,UK,
Internet,,dovu,12.0,"Blockchain Powered Mobility. Built on Ethereum, DOV is the cryptocurrency for the mobility industry.",DOV,3rd Oct 2017,17th Oct 2017,https://dovu.io/?utm_source=ico.tokens-economy.com,UK,
Health,,medibit,,"The project aims to develop a network where patients and healthcare practitioners are connected without any intermediary. This network will be built upon a blockchain based platform connecting patients and healthcare practitioners via a decentralised (DApp). The platform allows patients to seek 2nd opinion along with sharing diagnostic reports. At the core of technology, project aspires to offer an innovative disruptive idea within the ICT space. The platform enables efficient sharing and exchange of information with stakeholders (patient, healthcare practitioners, investors, and wider community) while ensuring data integrity and protecting patient privacy. In addition, other service offerings also form the components of this network. These are: MediExchange, MediBank, MediIntelligence (market intelligence data collection unit). This platform represents a good solution to the healthcare industry as it has huge potential of reducing cost of operations, and interoperability challenges currently plaguing the implementation of mHealth initiatives across the globe.",MDB,7th Apr 2019,6th May 2019,https://www.medibitcoin.co.uk/?utm_source=ico.tokens-economy.com,UK,
Business services,,spice,,"SPiCE’s vision is to utilize blockchain technologies to disrupt the venture capital industry with the first truly liquid and inclusive VC fund, issuing regulatory-compliant securities tokens. SPiCE tokens will be tradable, and will entitle holders to 100% of net exit revenues.",SPiCE,1st Dec 2017,31st Dec 2017,https://www.spicevc.com/?utm_source=ico.tokens-economy.com,UK,
Platform,,cardonio,,"Cardonio solves the current global challenges when it comes to making fiat purchases in the form of Cryptocurrency. Members make purchases via Cardonio Card in fiat currency using their Crypto holdings as security and have 90 days to settle their Credit Card bills. Using Cardonio means you get all the upside of Crypto increasing in value with no risk if it drops due to automatic settlement features that prevent liability. Here at Cardonio we believe that cryptocurrencies have the potential to change the world. They can change the entire distribution of wealth, and give the two billion unbanked people access to the same type of financial services that everybody else has. We are developing financial products that solve real problems around the world for millions of people. The core management team is made up of executives with global experience from some of the most innovative Companies within financial services and technology. We believe we have the right team to execute real change as our leadership team has spent the best part of 15 years developing digital payment and banking solutions globally. We invite you to learn more about Cardonio and the exciting products we are working on.",CFGT,15th Aug 2018,15th Feb 2019,https://cardonio.com?utm_source=ico.tokens-economy.com,UK,
